procedure_name,code_type,code,modifier
Screening Neurological Dilation and curettage,CPTCode,58120,
Comprehensive Pediatric Colposcopy,CPTCode,57454,
Follow-up Pulmonary LEEP procedure,CPTCode,57461,
Specialized Pulmonary Prostatectomy radical,CPTCode,55810,
Diagnostic Renal Transurethral resection prostate,CPTCode,52601,
Specialized Renal Vasectomy,CPTCode,55250,
Follow-up Gastro Orchiectomy,CPTCode,54520,
Advanced Neurological Nephrectomy,CPTCode,50220,
Follow-up Gastro Cholecystectomy laparoscopic,CPTCode,47562,
Emergency Oncology Appendectomy,CPTCode,44950,
Follow-up Orthopedic Hernia repair inguinal,CPTCode,49505,
Therapeutic Oncology Hernia repair ventral,CPTCode,49560,
Diagnostic Oncology Colectomy partial,CPTCode,44140,
Diagnostic Pediatric Colostomy,CPTCode,44320,
Routine Pulmonary Hemorrhoidectomy,CPTCode,46250,
Therapeutic Renal Fistulectomy,CPTCode,46270,
Diagnostic Oncology Splenectomy,CPTCode,38100,
Therapeutic Pulmonary Gastrectomy partial,CPTCode,43631,
Specialized Pediatric Gastric bypass,CPTCode,43644,
Follow-up Gastro Sleeve gastrectomy,CPTCode,43775,
Advanced Gastro Whipple procedure,CPTCode,48150,
Diagnostic Orthopedic Coronary artery bypass graft,CPTCode,33533,
Emergency ENT Cardiac catheterization,CPTCode,93454,
Diagnostic Dermatology Percutaneous coronary intervention,CPTCode,92920,
Routine Pediatric Pacemaker insertion,CPTCode,33206,
Follow-up Gastro Defibrillator insertion,CPTCode,33249,
Therapeutic Gastro Aortic valve replacement,CPTCode,33405,
Advanced Renal Mitral valve repair,CPTCode,33425,
Specialized Orthopedic Carotid endarterectomy,CPTCode,35301,
Emergency Gastro Aortic aneurysm repair,CPTCode,35082,
Targeted Renal Peripheral vascular bypass,CPTCode,35556,
Diagnostic Pulmonary Varicose vein surgery,CPTCode,37700,
Comprehensive Neurological Arteriovenous fistula creation,CPTCode,36821,
Comprehensive Pulmonary Hip replacement total,CPTCode,27130,
Specialized ENT Knee replacement total,CPTCode,27447,
Therapeutic Neurological Shoulder replacement total,CPTCode,23472,
Advanced Orthopedic Spinal fusion lumbar,CPTCode,22612,
Routine Neurological Spinal fusion cervical,CPTCode,22551,
Follow-up Neurological Laminectomy,CPTCode,63030,
Advanced Neurological Discectomy,CPTCode,63030,
Comprehensive Orthopedic Carpal tunnel release,CPTCode,64721,
Comprehensive Neurological Trigger finger release,CPTCode,26055,
Therapeutic Cardiac Tendon repair,CPTCode,27650,
Diagnostic Neurological Fracture repair closed,CPTCode,25600,
Routine Renal Fracture repair open,CPTCode,25607,
Targeted ENT Amputation lower extremity,CPTCode,27592,
Emergency ENT Skin graft split thickness,CPTCode,15100,
Specialized Cardiac Burn debridement,CPTCode,16020,
Comprehensive Pulmonary Flap reconstruction,CPTCode,15734,
Advanced Pulmonary Rhinoplasty secondary,CPTCode,30430,
Follow-up Pediatric Blepharoplasty,CPTCode,15822,
Targeted Renal Facelift,CPTCode,15824,
Diagnostic Oncology Breast augmentation,CPTCode,19325,
Diagnostic Orthopedic Breast reduction,CPTCode,19318,
Emergency Dermatology Breast reconstruction,CPTCode,19357,
Follow-up Renal Liposuction,CPTCode,15877,
Screening Renal Abdominoplasty,CPTCode,15847,
Specialized Oncology Craniotomy,CPTCode,61510,
Specialized ENT Craniectomy,CPTCode,61322,
Routine Renal Ventricular shunt,CPTCode,62220,
Specialized Cardiac Deep brain stimulation,CPTCode,61863,
Advanced Neurological Vagus nerve stimulation,CPTCode,64568,
Targeted Orthopedic Electroencephalography,CPTCode,95819,
Advanced Renal Nerve conduction study,CPTCode,95907,
Specialized ENT EMG,CPTCode,95860,
Diagnostic Gastro Sleep study,CPTCode,95810,
Therapeutic Gastro Tilt table test,CPTCode,93660,
Therapeutic Orthopedic Bone density scan,CPTCode,77080,
Routine Orthopedic Nuclear medicine scan,CPTCode,78300,
Therapeutic Pediatric PET scan,CPTCode,78816,
Advanced Neurological Mammogram screening,CPTCode,77067,
Emergency Gastro Mammogram diagnostic,CPTCode,77066,
Screening Renal Pap smear,CPTCode,88141,
Targeted Gastro Urinalysis,CPTCode,81001,
Routine Gastro Complete blood count,CPTCode,85025,
Emergency Pulmonary Comprehensive metabolic panel,CPTCode,80053,
Comprehensive Gastro Lipid panel,CPTCode,80061,
Therapeutic Pulmonary Thyroid panel,CPTCode,84436,
Targeted Pediatric Hemoglobin A1c,CPTCode,83036,
Follow-up ENT Prothrombin time,CPTCode,85610,
Targeted Cardiac PTT,CPTCode,85730,
Diagnostic Gastro D-dimer,CPTCode,85379,
Therapeutic Dermatology Troponin,CPTCode,84484,
Follow-up Pulmonary BNP,CPTCode,83880,
Diagnostic Orthopedic PSA,CPTCode,86316,
Routine Renal CEA,CPTCode,82378,
Diagnostic Gastro CA-125,CPTCode,86304,
Specialized Pulmonary AFP,CPTCode,82105,
Emergency ENT Beta HCG,CPTCode,84702,
Advanced Neurological Vitamin B12,CPTCode,82607,
Therapeutic Renal Folate,CPTCode,82746,
Routine Renal Ferritin,CPTCode,82728,
Therapeutic Pediatric Iron studies,CPTCode,83540,
Comprehensive Cardiac Uric acid,CPTCode,84550,
Emergency Renal Cortisol,CPTCode,82533,
Targeted ENT Testosterone,CPTCode,84402,
Advanced Cardiac Estradiol,CPTCode,82670,
Emergency Dermatology FSH,CPTCode,83001,
Emergency Orthopedic LH,CPTCode,83002,
Diagnostic Pulmonary Progesterone,CPTCode,84144,
Comprehensive Cardiac Prolactin,CPTCode,84146,
Screening Gastro DHEA,CPTCode,82626,
Diagnostic Pediatric Insulin,CPTCode,83525,
Diagnostic Oncology C-peptide,CPTCode,84681,
Comprehensive Pulmonary Rheumatoid factor,CPTCode,86431,
Specialized Orthopedic ANA,CPTCode,86038,
Routine Oncology Anti-dsDNA,CPTCode,86060,
Therapeutic Orthopedic Anti-CCP,CPTCode,86200,
Therapeutic Pediatric ESR,CPTCode,85651,
Diagnostic Dermatology CRP,CPTCode,86140,
Advanced Pulmonary Urine culture,CPTCode,87086,
Screening ENT Blood culture,CPTCode,87040,
Diagnostic Gastro Throat culture,CPTCode,87070,
Diagnostic Gastro Stool culture,CPTCode,87045,
Emergency Dermatology COVID-19 PCR test,CPTCode,87635,
Follow-up Gastro Influenza test,CPTCode,87804,
Emergency Dermatology Strep test rapid,CPTCode,87880,
Comprehensive ENT Mono test,CPTCode,86308,
Emergency Oncology HIV test,CPTCode,86703,
Diagnostic Oncology Hepatitis B surface antigen,CPTCode,87340,
Targeted Pulmonary Hepatitis C antibody,CPTCode,86803,
Specialized ENT RPR syphilis test,CPTCode,86592,
Advanced Pediatric Chlamydia gonorrhea NAAT,CPTCode,87491,
Screening Renal Physical therapy evaluation,CPTCode,97161,
Follow-up Orthopedic Physical therapy treatment,CPTCode,97110,
Follow-up Dermatology Occupational therapy evaluation,CPTCode,97165,
Routine Pulmonary Speech therapy evaluation,CPTCode,92521,
Comprehensive Pulmonary Psychiatric evaluation,CPTCode,90792,
Emergency Neurological Psychotherapy 45 minutes,CPTCode,90834,
Follow-up Pediatric Psychotherapy 60 minutes,CPTCode,90837,
Targeted Dermatology Group therapy,CPTCode,90853,
Routine Cardiac Medication management,CPTCode,90833,
Specialized Orthopedic Neuropsychological testing,CPTCode,96130,
Comprehensive Oncology Allergy skin testing,CPTCode,95004,
Diagnostic Oncology Allergy immunotherapy,CPTCode,95115,
Screening Gastro Immunoglobulin infusion,CPTCode,90281,
Therapeutic Cardiac Chemotherapy infusion,CPTCode,96413,
Routine Renal Radiation therapy,CPTCode,77401,
Targeted Dermatology IMRT planning,CPTCode,77301,
Screening Neurological Brachytherapy,CPTCode,77761,
Specialized Pediatric Dialysis hemodialysis,CPTCode,90935,
Routine ENT Peritoneal dialysis,CPTCode,90945,
Specialized ENT Plasmapheresis,CPTCode,36514,
Therapeutic Cardiac Infusion therapy,CPTCode,96360,
Advanced Neurological IV antibiotics,CPTCode,96365,
Routine Gastro Total parenteral nutrition,CPTCode,99601,
Comprehensive Renal Nasogastric tube placement,CPTCode,43752,
Therapeutic Oncology Endotracheal intubation,CPTCode,31500,
Targeted Cardiac Mechanical ventilation management,CPTCode,94002,
Targeted Cardiac Central line insertion,CPTCode,36556,
Diagnostic Orthopedic PICC line insertion,CPTCode,36569,
Emergency Renal Arterial line placement,CPTCode,36620,
Targeted Cardiac Thoracentesis,CPTCode,32555,
Emergency Oncology Paracentesis,CPTCode,49083,
Follow-up Renal Pericardiocentesis,CPTCode,33010,
Emergency Pediatric Cardioversion,CPTCode,92960,
Routine Neurological Defibrillation,CPTCode,92950,
Screening Gastro CPR,CPTCode,92950,
Follow-up Gastro Nebulizer treatment,CPTCode,94640,
Specialized Dermatology Oxygen therapy,CPTCode,94760,
Diagnostic Pulmonary CPAP,HCPCSCode,E0601,
Comprehensive Neurological BiPAP,HCPCSCode,E0470,
Diagnostic Pediatric Hospital bed,HCPCSCode,E0250,
Targeted ENT Walker,HCPCSCode,E0130,
Therapeutic Neurological Cane,HCPCSCode,E0100,
Emergency Neurological Crutches,HCPCSCode,E0110,
Follow-up Cardiac Commode,HCPCSCode,E0163,
Screening Orthopedic Bath bench,HCPCSCode,E0245,
Emergency Orthopedic Nebulizer machine,HCPCSCode,E0570,
Follow-up Pulmonary Insulin pump,HCPCSCode,E0784,
Targeted Renal Blood glucose monitor,HCPCSCode,E2101,
Diagnostic Gastro Continuous glucose monitor,HCPCSCode,E2101,
Emergency Cardiac Compression stockings,HCPCSCode,A6531,
Emergency Neurological Wound dressing,HCPCSCode,A6216,
Follow-up Cardiac Ostomy supplies,HCPCSCode,A4361,
Advanced Pulmonary Urological catheter,HCPCSCode,A4338,
Targeted Orthopedic Breast pump,HCPCSCode,E0603,
Comprehensive Dermatology Hearing aid,HCPCSCode,V5244,
Emergency ENT Orthotics ankle foot,HCPCSCode,L1960,
Specialized Pulmonary Prosthetic limb,HCPCSCode,L5100,
Advanced Cardiac Spinal orthosis,HCPCSCode,L0648,
Specialized Renal Cervical collar,HCPCSCode,L0120,
Therapeutic Cardiac Knee brace,HCPCSCode,L1820,
Targeted ENT Shoulder sling,HCPCSCode,A4565,
Diagnostic ENT Wrist splint,HCPCSCode,L3900,
Therapeutic Pulmonary Ambulance transport,HCPCSCode,A0428,
Emergency Cardiac Non-emergency transport,HCPCSCode,A0100,
Advanced Renal Home health aide,HCPCSCode,G0156,
Diagnostic Gastro Skilled nursing visit,HCPCSCode,G0299,
Comprehensive Oncology Physical therapy home,HCPCSCode,G0151,
Advanced Orthopedic Occupational therapy home,HCPCSCode,G0152,
Routine Gastro Flu vaccine,CPTCode,90686,
Screening Cardiac COVID-19 vaccine,CPTCode,91300,
Routine Neurological Pneumococcal vaccine,CPTCode,90670,
Therapeutic Gastro Shingles vaccine,CPTCode,90750,
Therapeutic Oncology MMR vaccine,CPTCode,90707,
Targeted ENT HPV vaccine,CPTCode,90651,
Specialized Oncology Hepatitis B vaccine,CPTCode,90739,
Specialized Oncology Tetanus toxoid,CPTCode,90714,
Screening Gastro Meningococcal vaccine,CPTCode,90734,
Routine Dermatology Varicella vaccine,CPTCode,90716,
Emergency Cardiac Chest X-Ray,CPTCode,71045,
Diagnostic Gastro MRI Brain,CPTCode,70551,26.0
Routine Pediatric Blood Test,CPTCode,80050,
Therapeutic Neurological ECG,CPTCode,93000,
Screening Neurological CT Scan,CPTCode,74177,
Screening Pediatric Radiologic exam chest 2 views,CPTCode,71046,
Specialized Oncology Subsequent hospital care high complexity,CPTCode,99233,
Advanced Orthopedic Wheelchair,HCPCSCode,E1161,
Follow-up Gastro Office visit established patient low complexity,CPTCode,99213,
Advanced Orthopedic Office visit established patient moderate complexity,CPTCode,99214,
Therapeutic ENT Office visit new patient moderate complexity,CPTCode,99203,
Screening Dermatology Annual wellness visit,CPTCode,G0439,
Emergency Cardiac Preventive visit adult,CPTCode,99396,
Emergency Pulmonary MRI Spine lumbar,CPTCode,72148,26.0
Diagnostic Pulmonary MRI Knee,CPTCode,73721,26.0
Diagnostic ENT MRI Shoulder,CPTCode,73221,26.0
Emergency Oncology CT Head,CPTCode,70450,
Specialized Pediatric CT Abdomen pelvis,CPTCode,74178,
Specialized ENT CT Chest,CPTCode,71250,
Therapeutic Renal Ultrasound abdomen,CPTCode,76700,
Specialized Dermatology Ultrasound pelvis,CPTCode,76856,
Routine Dermatology Ultrasound thyroid,CPTCode,76536,
Follow-up Oncology Echocardiogram,CPTCode,93306,26.0
Screening Renal Stress test,CPTCode,93015,
Screening Cardiac Holter monitor,CPTCode,93224,
Emergency Dermatology Pulmonary function test,CPTCode,94010,
Diagnostic Pulmonary Spirometry,CPTCode,94060,
Therapeutic Gastro Colonoscopy,CPTCode,45378,
Follow-up Oncology Upper endoscopy,CPTCode,43239,
Targeted Pulmonary Sigmoidoscopy,CPTCode,45331,
Targeted ENT Bronchoscopy,CPTCode,31622,
Routine Pulmonary Cystoscopy,CPTCode,52000,
Screening Pulmonary Arthroscopy knee,CPTCode,29881,
Specialized Gastro Arthroscopy shoulder,CPTCode,29826,
Specialized ENT Lumbar puncture,CPTCode,62270,
Comprehensive Dermatology Bone marrow biopsy,CPTCode,38221,
Follow-up Pediatric Liver biopsy,CPTCode,47000,
Advanced Cardiac Kidney biopsy,CPTCode,50200,
Targeted Pediatric Skin biopsy,CPTCode,11102,
Diagnostic Oncology Fine needle aspiration,CPTCode,10021,
Specialized Oncology Excision of lesion skin,CPTCode,11400,
Targeted Orthopedic Laceration repair simple,CPTCode,12001,
Comprehensive Cardiac Laceration repair complex,CPTCode,13100,
Diagnostic Renal Abscess incision drainage,CPTCode,10060,
Routine Dermatology Nail removal,CPTCode,11730,
Routine ENT Cerumen removal,CPTCode,69210,
Routine Dermatology Cataract surgery,CPTCode,66984,
Targeted Neurological Vitrectomy,CPTCode,67036,
Emergency Orthopedic LASIK,CPTCode,66999,
Targeted Cardiac Tonsillectomy,CPTCode,42825,
Emergency Gastro Adenoidectomy,CPTCode,42830,
Comprehensive Pediatric Septoplasty,CPTCode,30520,
Advanced Gastro Rhinoplasty,CPTCode,30400,
Diagnostic Oncology Sinus surgery,CPTCode,31256,
Screening Dermatology Thyroidectomy total,CPTCode,60240,
Diagnostic Renal Parathyroidectomy,CPTCode,60500,
Targeted ENT Mastectomy simple,CPTCode,19301,
Follow-up Oncology Lumpectomy,CPTCode,19301,
Specialized Orthopedic Sentinel node biopsy,CPTCode,38792,
Diagnostic Gastro Hysterectomy total abdominal,CPTCode,58150,
Diagnostic Gastro Hysterectomy laparoscopic,CPTCode,58570,
Advanced Dermatology Myomectomy abdominal,CPTCode,58140,
Routine Orthopedic Oophorectomy,CPTCode,58940,
Diagnostic Gastro Tubal ligation,CPTCode,58600,
Targeted Neurological Cesarean section,CPTCode,59510,
Advanced Orthopedic Normal vaginal delivery,CPTCode,59400,
Specialized Neurological Dilation and curettage,CPTCode,58120,
Routine Renal Colposcopy,CPTCode,57454,
Comprehensive Pediatric LEEP procedure,CPTCode,57461,
Therapeutic Oncology Prostatectomy radical,CPTCode,55810,
Diagnostic Pulmonary Transurethral resection prostate,CPTCode,52601,
Diagnostic Pediatric Vasectomy,CPTCode,55250,
Comprehensive Neurological Orchiectomy,CPTCode,54520,
Routine Gastro Nephrectomy,CPTCode,50220,
Therapeutic Oncology Cholecystectomy laparoscopic,CPTCode,47562,
Routine Pediatric Appendectomy,CPTCode,44950,
Screening Orthopedic Hernia repair inguinal,CPTCode,49505,
Routine Renal Hernia repair ventral,CPTCode,49560,
Emergency Oncology Colectomy partial,CPTCode,44140,
Targeted Pulmonary Colostomy,CPTCode,44320,
Emergency Neurological Hemorrhoidectomy,CPTCode,46250,
Comprehensive Cardiac Fistulectomy,CPTCode,46270,
Advanced Pulmonary Splenectomy,CPTCode,38100,
Diagnostic Neurological Gastrectomy partial,CPTCode,43631,
Screening Renal Gastric bypass,CPTCode,43644,
Screening Pediatric Sleeve gastrectomy,CPTCode,43775,
Routine Oncology Whipple procedure,CPTCode,48150,
Follow-up Cardiac Coronary artery bypass graft,CPTCode,33533,
Specialized Pulmonary Cardiac catheterization,CPTCode,93454,
Routine Dermatology Percutaneous coronary intervention,CPTCode,92920,
Routine Cardiac Pacemaker insertion,CPTCode,33206,
Targeted Orthopedic Defibrillator insertion,CPTCode,33249,
Diagnostic Renal Aortic valve replacement,CPTCode,33405,
Follow-up Dermatology Mitral valve repair,CPTCode,33425,
Therapeutic Oncology Carotid endarterectomy,CPTCode,35301,
Routine Oncology Aortic aneurysm repair,CPTCode,35082,
Comprehensive Pulmonary Peripheral vascular bypass,CPTCode,35556,
Diagnostic Gastro Varicose vein surgery,CPTCode,37700,
Routine Cardiac Arteriovenous fistula creation,CPTCode,36821,
Emergency Pulmonary Hip replacement total,CPTCode,27130,
Advanced Dermatology Knee replacement total,CPTCode,27447,
Specialized Neurological Shoulder replacement total,CPTCode,23472,
Therapeutic ENT Spinal fusion lumbar,CPTCode,22612,
Targeted Pediatric Spinal fusion cervical,CPTCode,22551,
Screening Oncology Laminectomy,CPTCode,63030,
Specialized Neurological Discectomy,CPTCode,63030,
Diagnostic Neurological Carpal tunnel release,CPTCode,64721,
Therapeutic Pediatric Trigger finger release,CPTCode,26055,
Follow-up Neurological Tendon repair,CPTCode,27650,
Follow-up Pulmonary Fracture repair closed,CPTCode,25600,
Emergency Renal Fracture repair open,CPTCode,25607,
Follow-up Oncology Amputation lower extremity,CPTCode,27592,
Screening Oncology Skin graft split thickness,CPTCode,15100,
Screening Dermatology Burn debridement,CPTCode,16020,
Advanced Pediatric Flap reconstruction,CPTCode,15734,
Diagnostic Neurological Rhinoplasty secondary,CPTCode,30430,
Emergency Gastro Blepharoplasty,CPTCode,15822,
Follow-up Oncology Facelift,CPTCode,15824,
Therapeutic Dermatology Breast augmentation,CPTCode,19325,
Therapeutic Neurological Breast reduction,CPTCode,19318,
Routine Gastro Breast reconstruction,CPTCode,19357,
Specialized Dermatology Liposuction,CPTCode,15877,
Targeted Pulmonary Abdominoplasty,CPTCode,15847,
Emergency Cardiac Craniotomy,CPTCode,61510,
Emergency Renal Craniectomy,CPTCode,61322,
Follow-up Oncology Ventricular shunt,CPTCode,62220,
Routine ENT Deep brain stimulation,CPTCode,61863,
Emergency ENT Vagus nerve stimulation,CPTCode,64568,
Screening Renal Electroencephalography,CPTCode,95819,
Diagnostic Cardiac Nerve conduction study,CPTCode,95907,
Specialized Pulmonary EMG,CPTCode,95860,
Emergency Pulmonary Sleep study,CPTCode,95810,
Comprehensive Oncology Tilt table test,CPTCode,93660,
Advanced ENT Bone density scan,CPTCode,77080,
Routine Oncology Nuclear medicine scan,CPTCode,78300,
Targeted Pulmonary PET scan,CPTCode,78816,
Emergency Neurological Mammogram screening,CPTCode,77067,
Follow-up Pediatric Mammogram diagnostic,CPTCode,77066,
Follow-up Renal Pap smear,CPTCode,88141,
Therapeutic Neurological Urinalysis,CPTCode,81001,
Routine ENT Complete blood count,CPTCode,85025,
Comprehensive Cardiac Comprehensive metabolic panel,CPTCode,80053,
Comprehensive Orthopedic Lipid panel,CPTCode,80061,
Comprehensive Dermatology Thyroid panel,CPTCode,84436,
Advanced Orthopedic Hemoglobin A1c,CPTCode,83036,
Targeted Renal Prothrombin time,CPTCode,85610,
Follow-up Oncology PTT,CPTCode,85730,
Specialized ENT D-dimer,CPTCode,85379,
Therapeutic Orthopedic Troponin,CPTCode,84484,
Diagnostic Oncology BNP,CPTCode,83880,
Follow-up ENT PSA,CPTCode,86316,
Targeted Pulmonary CEA,CPTCode,82378,
Diagnostic Oncology CA-125,CPTCode,86304,
Emergency Dermatology AFP,CPTCode,82105,
Follow-up Renal Beta HCG,CPTCode,84702,
Advanced Dermatology Vitamin B12,CPTCode,82607,
Advanced ENT Folate,CPTCode,82746,
Follow-up Renal Ferritin,CPTCode,82728,
Follow-up Pediatric Iron studies,CPTCode,83540,
Emergency Pulmonary Uric acid,CPTCode,84550,
Emergency Dermatology Cortisol,CPTCode,82533,
Screening Gastro Testosterone,CPTCode,84402,
Specialized Neurological Estradiol,CPTCode,82670,
Therapeutic Renal FSH,CPTCode,83001,
Screening ENT LH,CPTCode,83002,
Diagnostic Cardiac Progesterone,CPTCode,84144,
Follow-up ENT Prolactin,CPTCode,84146,
Targeted Gastro DHEA,CPTCode,82626,
Therapeutic Orthopedic Insulin,CPTCode,83525,
Therapeutic ENT C-peptide,CPTCode,84681,
Screening Gastro Rheumatoid factor,CPTCode,86431,
Advanced Neurological ANA,CPTCode,86038,
Screening Renal Anti-dsDNA,CPTCode,86060,
Specialized Cardiac Anti-CCP,CPTCode,86200,
Emergency ENT ESR,CPTCode,85651,
Targeted ENT CRP,CPTCode,86140,
Routine Cardiac Urine culture,CPTCode,87086,
Specialized Renal Blood culture,CPTCode,87040,
Advanced Gastro Throat culture,CPTCode,87070,
Emergency Renal Stool culture,CPTCode,87045,
Emergency Pulmonary COVID-19 PCR test,CPTCode,87635,
Emergency Orthopedic Influenza test,CPTCode,87804,
Advanced Orthopedic Strep test rapid,CPTCode,87880,
Comprehensive Gastro Mono test,CPTCode,86308,
Specialized ENT HIV test,CPTCode,86703,
Emergency Orthopedic Hepatitis B surface antigen,CPTCode,87340,
Therapeutic Renal Hepatitis C antibody,CPTCode,86803,
Follow-up Neurological RPR syphilis test,CPTCode,86592,
Diagnostic Renal Chlamydia gonorrhea NAAT,CPTCode,87491,
Targeted Oncology Physical therapy evaluation,CPTCode,97161,
Routine Pediatric Physical therapy treatment,CPTCode,97110,
Screening Cardiac Occupational therapy evaluation,CPTCode,97165,
Therapeutic Dermatology Speech therapy evaluation,CPTCode,92521,
Follow-up Orthopedic Psychiatric evaluation,CPTCode,90792,
Targeted Cardiac Psychotherapy 45 minutes,CPTCode,90834,
Routine Dermatology Psychotherapy 60 minutes,CPTCode,90837,
Comprehensive Oncology Group therapy,CPTCode,90853,
Therapeutic Neurological Medication management,CPTCode,90833,
Screening Gastro Neuropsychological testing,CPTCode,96130,
Follow-up Renal Allergy skin testing,CPTCode,95004,
Comprehensive Gastro Allergy immunotherapy,CPTCode,95115,
Screening Renal Immunoglobulin infusion,CPTCode,90281,
Follow-up Renal Chemotherapy infusion,CPTCode,96413,
Advanced Oncology Radiation therapy,CPTCode,77401,
Targeted Pediatric IMRT planning,CPTCode,77301,
Emergency ENT Brachytherapy,CPTCode,77761,
Specialized Neurological Dialysis hemodialysis,CPTCode,90935,
Screening Pulmonary Peritoneal dialysis,CPTCode,90945,
Follow-up Dermatology Plasmapheresis,CPTCode,36514,
Diagnostic Gastro Infusion therapy,CPTCode,96360,
Targeted Dermatology IV antibiotics,CPTCode,96365,
Specialized Cardiac Total parenteral nutrition,CPTCode,99601,
Therapeutic Pediatric Nasogastric tube placement,CPTCode,43752,
Specialized Orthopedic Endotracheal intubation,CPTCode,31500,
Specialized Dermatology Mechanical ventilation management,CPTCode,94002,
Diagnostic Gastro Central line insertion,CPTCode,36556,
Therapeutic Pulmonary PICC line insertion,CPTCode,36569,
Therapeutic ENT Arterial line placement,CPTCode,36620,
Diagnostic Gastro Thoracentesis,CPTCode,32555,
Specialized ENT Paracentesis,CPTCode,49083,
Comprehensive Dermatology Pericardiocentesis,CPTCode,33010,
Advanced Cardiac Cardioversion,CPTCode,92960,
Emergency Pulmonary Defibrillation,CPTCode,92950,
Routine Neurological CPR,CPTCode,92950,
Screening Pulmonary Nebulizer treatment,CPTCode,94640,
Specialized Gastro Oxygen therapy,CPTCode,94760,
Screening Renal CPAP,HCPCSCode,E0601,
Screening Gastro BiPAP,HCPCSCode,E0470,
Follow-up Neurological Hospital bed,HCPCSCode,E0250,
Screening Dermatology Walker,HCPCSCode,E0130,
Specialized Neurological Cane,HCPCSCode,E0100,
Comprehensive Dermatology Crutches,HCPCSCode,E0110,
Screening Oncology Commode,HCPCSCode,E0163,
Emergency Cardiac Bath bench,HCPCSCode,E0245,
Routine Cardiac Nebulizer machine,HCPCSCode,E0570,
Routine Orthopedic Insulin pump,HCPCSCode,E0784,
Follow-up Orthopedic Blood glucose monitor,HCPCSCode,E2101,
Emergency Gastro Continuous glucose monitor,HCPCSCode,E2101,
Emergency Pulmonary Compression stockings,HCPCSCode,A6531,
Specialized Pediatric Wound dressing,HCPCSCode,A6216,
Emergency Pulmonary Ostomy supplies,HCPCSCode,A4361,
Targeted Dermatology Urological catheter,HCPCSCode,A4338,
Routine Renal Breast pump,HCPCSCode,E0603,
Follow-up Neurological Hearing aid,HCPCSCode,V5244,
Targeted Pediatric Orthotics ankle foot,HCPCSCode,L1960,
Emergency ENT Prosthetic limb,HCPCSCode,L5100,
Routine Dermatology Spinal orthosis,HCPCSCode,L0648,
Specialized Pediatric Cervical collar,HCPCSCode,L0120,
Routine ENT Knee brace,HCPCSCode,L1820,
Therapeutic Oncology Shoulder sling,HCPCSCode,A4565,
Routine Cardiac Wrist splint,HCPCSCode,L3900,
Targeted Pulmonary Ambulance transport,HCPCSCode,A0428,
Routine Pediatric Non-emergency transport,HCPCSCode,A0100,
Diagnostic Orthopedic Home health aide,HCPCSCode,G0156,
Routine Oncology Skilled nursing visit,HCPCSCode,G0299,
Specialized Oncology Physical therapy home,HCPCSCode,G0151,
Emergency Oncology Occupational therapy home,HCPCSCode,G0152,
Therapeutic ENT Flu vaccine,CPTCode,90686,
Advanced Pulmonary COVID-19 vaccine,CPTCode,91300,
Routine Gastro Pneumococcal vaccine,CPTCode,90670,
Specialized Renal Shingles vaccine,CPTCode,90750,
Follow-up Cardiac MMR vaccine,CPTCode,90707,
Follow-up Dermatology HPV vaccine,CPTCode,90651,
Follow-up Pulmonary Hepatitis B vaccine,CPTCode,90739,
Targeted ENT Tetanus toxoid,CPTCode,90714,
Emergency Cardiac Meningococcal vaccine,CPTCode,90734,
Specialized Neurological Varicella vaccine,CPTCode,90716,
Therapeutic Gastro Chest X-Ray,CPTCode,71045,
Routine Cardiac MRI Brain,CPTCode,70551,26.0
Diagnostic Oncology Blood Test,CPTCode,80050,
Therapeutic Cardiac ECG,CPTCode,93000,
Targeted Cardiac CT Scan,CPTCode,74177,
Diagnostic Oncology Radiologic exam chest 2 views,CPTCode,71046,
Routine Cardiac Subsequent hospital care high complexity,CPTCode,99233,
Emergency Dermatology Wheelchair,HCPCSCode,E1161,
Advanced Cardiac Office visit established patient low complexity,CPTCode,99213,
Advanced Oncology Office visit established patient moderate complexity,CPTCode,99214,
Targeted Pediatric Office visit new patient moderate complexity,CPTCode,99203,
Therapeutic Neurological Annual wellness visit,CPTCode,G0439,
Targeted Gastro Preventive visit adult,CPTCode,99396,
Targeted Neurological MRI Spine lumbar,CPTCode,72148,26.0
Comprehensive Oncology MRI Knee,CPTCode,73721,26.0
Diagnostic Renal MRI Shoulder,CPTCode,73221,26.0
Routine Cardiac CT Head,CPTCode,70450,
Emergency Cardiac CT Abdomen pelvis,CPTCode,74178,
Therapeutic Dermatology CT Chest,CPTCode,71250,
Emergency Pulmonary Ultrasound abdomen,CPTCode,76700,
Targeted Dermatology Ultrasound pelvis,CPTCode,76856,
Follow-up ENT Ultrasound thyroid,CPTCode,76536,
Specialized ENT Echocardiogram,CPTCode,93306,26.0
Therapeutic Pulmonary Stress test,CPTCode,93015,
Comprehensive Pediatric Holter monitor,CPTCode,93224,
Diagnostic Pediatric Pulmonary function test,CPTCode,94010,
Therapeutic Oncology Spirometry,CPTCode,94060,
Therapeutic Oncology Colonoscopy,CPTCode,45378,
Specialized Neurological Upper endoscopy,CPTCode,43239,
Targeted Dermatology Sigmoidoscopy,CPTCode,45331,
Therapeutic Pulmonary Bronchoscopy,CPTCode,31622,
Routine Oncology Cystoscopy,CPTCode,52000,
Diagnostic Orthopedic Arthroscopy knee,CPTCode,29881,
